103,1
105,2
107,3
107,4
110,4
110,4
111,5
112,5
113,5
114,5
-1,-1
69,41
72,41
73,40
74,40
77,39
78,39
81,38
82,37
84,37
86,36
88,36
90,36
91,36
93,35
94,35
97,34
98,34
100,34
104,33
105,32
106,32
107,32
108,32
109,31
111,31
112,31
112,31
113,32
115,34
116,35
116,38
117,39
117,40
117,40
117,42
117,43
117,44
117,44
117,46
117,46
117,47
117,49
118,51
118,52
119,54
119,55
119,57
120,58
120,60
120,61
120,63
120,67
120,68
120,70
120,73
121,76
121,77
121,78
122,80
122,82
122,84
122,86
122,89
122,89
122,92
122,93
122,95
122,97
122,97
122,98
122,101
122,102
122,104
122,105
122,107
122,108
123,109
123,110
123,111
123,114
123,114
123,117
123,119
123,119
123,121
123,123
123,126
123,128
123,129
123,132
123,135
123,136
123,137
123,137
123,138
124,139
124,141
124,142
124,142
124,145
124,145
124,148
123,151
123,152
123,155
121,159
121,163
121,165
121,166
120,168
119,170
119,171
119,173
118,175
118,177
117,179
117,181
116,181
116,182
116,183
116,184
116,185
116,186
116,186
116,188
116,189
116,190
116,190
115,191
115,192
115,194
115,195
115,197
115,198
114,200
114,202
114,203
114,203
114,204
114,204
114,205
113,203
112,202
109,198
105,192
105,190
103,187
99,179
98,178
94,172
94,171
93,170
92,167
91,166
90,164
-1,-1
47,103
47,102
52,101
54,101
59,99
67,98
69,97
71,97
73,96
74,96
75,95
78,94
81,94
82,94
85,93
87,92
88,92
88,92
88,92
89,92
89,96
88,99
87,101
86,102
85,106
83,107
81,112
80,115
77,119
77,120
75,122
74,125
73,126
73,127
72,129
71,129
71,130
69,133
69,134
66,138
65,139
63,143
60,146
59,147
55,149
55,150
52,150
51,151
48,151
48,151
45,151
43,151
42,151
42,152
-1,-1
181,49
180,50
179,52
178,53
177,56
175,57
173,61
172,61
168,65
167,66
162,71
161,72
155,77
148,83
147,85
143,88
143,89
139,91
138,92
136,93
135,93
133,95
131,95
131,96
130,96
130,97
131,97
131,97
132,98
134,100
137,103
138,104
141,107
142,108
143,110
145,112
147,114
149,117
150,117
152,119
152,119
153,120
154,121
155,122
155,123
156,124
157,124
158,125
159,125
161,127
164,129
165,131
166,131
168,133
171,135
173,136
176,138
177,138
180,140
181,140
185,141
185,142
188,143
194,144
198,145
200,145
201,146
203,146
205,146
207,147
208,147
210,148
211,148
212,148
213,149
215,149
216,149
217,149
217,149
-1,-1
