-1,-1
76,18
75,22
75,25
74,30
74,35
74,36
74,39
73,41
72,45
72,46
72,49
72,50
71,54
70,58
69,62
68,66
67,70
65,76
65,81
62,89
60,96
59,98
56,104
53,111
49,117
47,122
45,127
44,130
43,131
42,133
40,137
39,138
39,139
38,140
39,140
40,140
42,142
44,143
47,145
50,146
52,147
54,149
56,149
56,149
58,150
60,152
62,153
62,153
64,154
66,156
68,159
71,160
71,162
73,162
74,164
76,165
78,166
80,167
80,167
82,168
82,168
84,170
85,170
87,172
89,173
91,175
94,178
97,180
100,183
104,186
106,188
108,189
109,189
109,190
109,190
109,189
109,188
-1,-1
113,59
113,59
113,61
113,62
113,63
113,66
113,69
112,72
112,75
112,77
112,79
111,82
111,85
111,86
110,90
108,94
108,97
107,101
106,102
106,105
106,106
105,109
104,110
103,112
103,113
102,115
100,119
99,122
96,126
94,129
91,132
90,133
89,134
86,137
83,140
81,143
79,144
75,148
71,151
70,152
66,155
65,156
62,158
61,159
58,161
58,161
55,163
54,164
52,166
50,166
48,167
44,169
43,170
40,172
38,172
35,174
35,174
32,175
31,175
27,177
20,178
14,179
-1,-1
31,81
36,81
43,80
45,80
52,80
55,80
64,80
75,80
85,80
92,80
97,79
100,79
102,79
104,78
106,78
107,78
108,78
109,78
111,78
113,78
115,77
118,77
120,77
121,77
123,77
124,77
125,77
125,77
127,77
129,77
130,77
131,77
132,77
-1,-1
141,45
145,43
149,43
150,43
157,42
162,41
163,41
169,41
172,41
174,41
177,41
180,41
185,41
185,41
191,41
192,41
195,41
196,41
197,41
198,41
199,41
202,41
204,41
205,41
205,42
205,43
205,45
204,49
203,53
203,53
200,57
197,60
194,64
192,65
189,69
188,70
185,73
181,78
180,79
178,80
176,82
174,85
172,88
171,91
169,93
168,94
168,94
168,95
169,96
172,99
175,103
178,107
180,109
182,110
184,111
185,113
186,115
188,118
190,120
190,121
191,123
192,123
193,125
193,126
195,129
196,131
197,134
197,137
198,141
199,144
200,147
201,150
201,153
201,155
201,158
202,158
202,159
203,163
203,165
203,168
203,170
203,173
203,176
203,178
203,179
203,180
203,182
203,183
203,184
203,185
203,187
201,189
200,193
200,194
198,196
197,200
195,202
193,205
192,205
191,207
189,210
188,211
183,215
182,215
182,215
181,215
180,215
179,215
179,213
177,207
174,199
171,184
171,183
-1,-1
129,130
131,130
134,128
136,128
140,128
141,128
147,126
148,126
153,125
154,124
159,124
160,124
169,121
177,120
188,118
196,118
200,118
204,118
207,118
209,118
212,118
215,118
219,118
224,118
229,118
230,118
233,118
233,118
235,118
236,118
-1,-1
-1,-1
-1,-1
