81,41
82,41
83,41
87,42
89,43
94,43
95,43
97,43
101,43
103,43
108,43
110,43
115,43
116,43
118,43
119,43
119,43
120,43
122,43
122,43
122,45
121,46
119,51
117,53
116,55
113,58
111,60
107,64
106,65
103,67
99,70
97,71
95,71
-1,-1
95,78
96,78
97,79
99,82
99,83
101,84
102,85
104,87
104,87
106,89
108,90
108,91
109,92
111,94
111,94
112,96
114,99
115,101
116,102
117,104
118,106
119,108
120,109
121,113
121,114
122,117
123,119
123,122
124,123
124,124
124,126
124,127
125,129
125,131
125,135
125,137
125,142
125,144
125,150
125,152
123,157
122,159
120,165
120,167
118,171
115,175
115,176
114,178
113,179
112,180
112,181
111,182
110,182
109,184
108,184
108,183
108,182
106,181
105,180
103,177
102,175
98,169
93,160
92,157
89,150
89,149
-1,-1
