-1,-1
87,61
89,60
91,60
94,60
96,60
98,60
101,60
103,60
105,60
108,60
108,60
110,59
112,59
114,59
116,58
118,58
120,58
122,57
124,57
126,57
126,57
128,56
130,56
132,55
134,55
137,54
139,54
141,53
143,53
146,53
146,53
147,52
149,52
151,52
152,51
154,51
156,51
157,50
159,50
161,50
161,50
162,49
164,49
166,49
167,49
169,49
171,49
172,49
174,49
176,49
176,49
177,49
178,49
179,49
180,49
181,49
182,49
183,49
184,49
186,49
-1,-1
93,128
95,127
97,127
99,127
101,127
103,127
105,127
107,127
109,127
112,127
112,127
113,126
115,126
117,126
118,125
120,125
122,125
123,124
125,124
127,124
127,124
129,123
131,123
133,123
135,122
137,122
139,122
141,121
143,121
145,121
145,121
146,120
148,120
150,119
151,119
153,118
155,118
156,117
158,117
160,117
160,117
161,116
162,116
164,116
165,116
166,116
168,116
169,116
170,116
172,116
-1,-1
128,76
128,78
128,80
128,82
128,84
128,86
128,88
128,90
128,92
129,95
129,95
128,96
128,98
128,100
128,102
128,103
128,105
128,107
128,109
128,111
128,111
128,113
128,115
129,118
129,120
130,122
130,125
131,127
131,129
132,132
132,132
131,133
131,134
130,135
130,136
129,137
129,138
128,139
128,140
128,142
128,142
128,143
128,145
128,147
128,148
128,150
128,152
128,153
128,155
128,157
128,157
128,158
128,160
128,162
128,163
128,165
128,167
128,168
128,170
128,172
128,172
127,173
127,174
127,175
127,176
127,178
127,179
127,180
127,181
127,183
-1,-1
40,201
42,200
44,200
47,200
49,200
51,200
54,200
56,200
58,200
61,200
61,200
63,199
65,199
67,199
69,198
71,198
73,198
75,197
77,197
79,197
79,197
80,196
82,196
84,196
85,196
87,196
89,196
90,196
92,196
94,196
94,196
95,195
97,195
99,195
100,195
102,194
104,194
105,194
107,194
109,194
109,194
110,193
112,193
114,193
116,193
117,192
119,192
121,192
123,192
125,192
125,192
126,191
128,191
130,191
131,191
133,191
135,191
136,191
138,191
140,191
140,191
141,190
143,190
145,190
146,190
148,190
150,190
151,190
153,190
155,190
155,190
156,189
158,189
160,189
162,189
163,189
165,189
167,189
169,189
171,189
171,189
172,188
174,188
176,188
177,188
179,188
181,188
182,188
184,188
186,188
186,188
187,187
189,187
191,187
192,187
194,186
196,186
197,186
199,186
201,186
201,186
202,186
204,186
206,186
207,186
209,186
211,186
212,186
214,186
216,186
216,186
217,186
218,187
220,188
221,188
223,189
224,190
226,190
227,191
229,192
-1,-1
